bed.block.order,bed.order,AB.CD.order,column.order,Pop.Type,status,block,loc,bed,bedrow,bedcol,pop,mf,rep,unique.ID
929,745,7,1,2023-survivor,2023-survivor,NA,D_19_B,D,19,B,CC,4,9,CC_4_9
762,746,7,1,F2,available,E,D_20_A,D,20,A,(LV1 x WL2) x (YO11 x WL2),,3,988
763,747,7,1,Parent,available,E,D_20_B,D,20,B,WL2,,46,141
930,748,7,1,2023-survivor,2023-survivor,NA,D_21_A,D,21,A,SC,5,9,SC_5_9
764,749,7,1,F2,available,E,D_21_B,D,21,B,(YO11 x WL2) x (WL2 x TM2),,11,798
765,750,7,1,Parent,available,E,D_22_A,D,22,A,WV,,18,467
766,751,7,1,F1,available,E,D_22_B,D,22,B,BH x TM2,,23,607
767,752,7,1,F1,available,E,D_23_A,D,23,A,LV1 x TM2,,7,1231
768,753,7,1,Parent,available,E,D_23_B,D,23,B,SQ3,,1,22
769,754,7,1,F2,available,E,D_24_A,D,24,A,(LV1 x WL2) x (WL2 x DPR),,14,969
931,755,7,1,2023-survivor,2023-survivor,NA,D_24_B,D,24,B,IH,1,9,IH_1_9
770,756,7,1,Parent,available,E,D_25_A,D,25,A,DPR,,19,447
771,757,7,1,F2,available,E,D_25_B,D,25,B,(TM2 x WL2) x (WL2),,2,358
772,758,7,1,F2,available,E,D_26_A,D,26,A,(LV1 x WL2) x (TM2 x WL2),,8,950
773,759,7,1,Parent,available,E,D_26_B,D,26,B,WL2,,53,148
774,760,7,1,F2,available,E,D_27_A,D,27,A,(WV) x (WV x WL2),,15,1401
775,761,7,1,F2,available,E,D_27_B,D,27,B,(TM2 x BH) x (BH),,14,756
776,762,7,1,Parent,available,E,D_28_A,D,28,A,TM2,,25,495
777,763,7,1,F1,available,E,D_28_B,D,28,B,LV1 x TM2,,20,1244
778,764,7,1,F2,available,E,D_29_A,D,29,A,(LV1 x WL2) x (WL2),,12,75
779,765,7,1,F2,available,E,D_29_B,D,29,B,(TM2 x WL2) x (SQ3 x WL2),,11,315
780,766,7,1,,available,E,D_30_A,D,30,A,,,,NA
781,767,7,1,,available,E,D_30_B,D,30,B,,,,NA
815,768,7,1,Parent,available,F,D_31_A,D,31,A,WL2,,8,103
816,769,7,1,F2,available,F,D_31_B,D,31,B,(SQ3 x WL2) x (DPR x WL2),,11,813
817,770,7,1,F2,available,F,D_32_A,D,32,A,(SQ3 x WL2) x (WL2),,13,92
818,771,7,1,Parent,available,F,D_32_B,D,32,B,TM2,,68,538
819,772,7,1,F2,available,F,D_33_A,D,33,A,(WV x WL2) x (WV),,2,269
820,773,7,1,F2,available,F,D_33_B,D,33,B,(DPR) x (WL2 x DPR),,15,741
821,774,7,1,F1,available,F,D_34_A,D,34,A,TM2 x WL2,,4,1280
822,775,7,1,F2,available,F,D_34_B,D,34,B,(WL2 x BH) x (WL2 x TM2),,11,246
823,776,7,1,F2,available,F,D_35_A,D,35,A,(WL2 x DPR) x (WL2),,4,1101
824,777,7,1,Parent,available,F,D_36_A,D,36,A,TM2,,33,503
825,778,7,1,Parent,available,F,D_36_B,D,36,B,WL2,,95,190
826,779,7,1,F2,available,F,D_37_A,D,37,A,(SQ3 x WL2) x (YO11 x WL2),,15,1514
827,780,7,1,Parent,available,F,D_37_B,D,37,B,TM2,,61,531
828,781,7,1,F2,available,F,D_38_A,D,38,A,(DPR) x (DPR x WL2),,3,713
829,782,7,1,Parent,available,F,D_38_B,D,38,B,LV1,,6,6
830,783,7,1,F2,available,F,D_39_A,D,39,A,(TM2 x WL2) x (TM2),,8,350
831,784,7,1,Parent,available,F,D_39_B,D,39,B,TM2,,14,484
832,785,7,1,F1,available,F,D_40_A,D,40,A,DPR x WL2,,5,1214
932,786,7,1,2023-survivor,2023-survivor,NA,D_40_B,D,40,B,BH,7,8,BH_7_8
833,787,7,1,F2,available,F,D_41_A,D,41,A,(TM2 x BH) x (BH),,15,757
834,788,7,1,Parent,available,F,D_41_B,D,41,B,TM2,,89,559
835,789,7,1,F1,available,F,D_42_A,D,42,A,LV1 x TM2,,8,1232
836,790,7,1,F2,available,F,D_42_B,D,42,B,(WL2) x (DPR x WL2),,3,897
837,791,7,1,F2,available,F,D_43_A,D,43,A,(WL2 x CC) x (WL2 x TM2),,13,1190
838,792,7,1,Parent,available,F,D_43_B,D,43,B,SQ3,,19,40
839,793,7,1,F2,available,F,D_44_A,D,44,A,(WL2) x (DPR x WL2),,1,895
840,794,7,1,,available,F,D_44_B,D,44,B,,,,NA
868,795,7,1,F1,available,G,D_45_A,D,45,A,WV x TM2,,13,205
869,796,7,1,F2,available,G,D_45_B,D,45,B,(LV1 x WL2) x (WL2 x DPR),,5,960
870,797,7,1,F2,available,G,D_46_A,D,46,A,(LV1 x WL2) x (LV1 x WL2),,6,1023
871,798,7,1,Parent,available,G,D_46_B,D,46,B,BH,,12,398
872,799,7,1,,available,G,D_47_A,D,47,A,,,,NA
873,800,7,1,Parent,available,G,D_47_B,D,47,B,WL2,,62,157
874,801,7,1,Parent,available,G,D_48_A,D,48,A,TM2,,15,485
875,802,7,1,F1,available,G,D_48_B,D,48,B,WV x WL2,,1,1403
876,803,7,1,Parent,available,G,D_49_A,D,49,A,LV1,,7,7
877,804,7,1,F2,available,G,D_49_B,D,49,B,(YO11 x WL2) x (DPR x WL2),,6,778
878,805,7,1,F2,available,G,D_50_A,D,50,A,(WV x WL2) x (WV),,3,270
879,806,7,1,Parent,available,G,D_50_B,D,50,B,TM2,,20,490
880,807,7,1,F2,available,G,D_51_A,D,51,A,(LV1 x WL2) x (WL2),,14,77
881,808,7,1,F1,available,G,D_51_B,D,51,B,BH x WL2,,22,632
882,809,7,1,Parent,available,G,D_52_A,D,52,A,WL1,,16,299
883,810,7,1,F2,available,G,D_52_B,D,52,B,(WL1 x TM2) x (WL2 x TM2),,6,326
884,811,7,1,Parent,available,G,D_53_A,D,53,A,TM2,,52,522
885,812,7,1,,available,G,D_53_B,D,53,B,,,,NA
886,813,7,1,F2,available,G,D_54_A,D,54,A,(WL1 x WL2) x (WL2 x CC),,4,1117
887,814,7,1,F2,available,G,D_54_B,D,54,B,(WV) x (WV x WL2),,1,1387
888,815,7,1,F2,available,G,D_55_A,D,55,A,(WL2 x TM2) x (CC x TM2),,3,254
889,816,7,1,Parent,available,G,D_55_B,D,55,B,WL2,,86,181
890,817,7,1,Parent,available,G,D_56_A,D,56,A,TM2,,88,558
891,818,7,1,,available,G,D_56_B,D,56,B,,,,NA
892,819,7,1,F1,available,G,D_57_A,D,57,A,LV1 x TM2,,18,1242
893,820,7,1,F2,available,G,D_57_B,D,57,B,(TM2 x BH) x (TM2 x BH),,10,1344
894,821,7,1,,buffer,G,D_58_A,D,58,A,,,,buffer
895,822,7,1,F2,available,G,D_58_B,D,58,B,(WV x WL2) x (WL2 x DPR),,3,1327
896,823,7,1,Parent,available,G,D_59_A,D,59,A,WL2,,19,114
897,824,7,1,,buffer,G,D_59_B,D,59,B,,,,buffer
733,825,8,2,,buffer,D,D_1_C,D,1,C,,,,buffer
734,826,8,2,,buffer,D,D_1_D,D,1,D,,,,buffer
735,827,8,2,,buffer,D,D_2_C,D,2,C,,,,buffer
736,828,8,2,,buffer,D,D_2_D,D,2,D,,,,buffer
737,829,8,2,,buffer,D,D_3_C,D,3,C,,,,buffer
738,830,8,2,,buffer,D,D_3_D,D,3,D,,,,buffer
739,831,8,2,Parent,available,D,D_4_C,D,4,C,TM2,,18,488
740,832,8,2,Parent,available,D,D_4_D,D,4,D,TM2,,34,504
741,833,8,2,F2,available,D,D_5_C,D,5,C,(WL2) x (WV x WL2),,14,772
742,834,8,2,Parent,available,D,D_5_D,D,5,D,WL2,,70,165
743,835,8,2,F1,available,D,D_7_C,D,7,C,WV x TM2,,20,213
744,836,8,2,F2,available,D,D_8_D,D,8,D,(TM2 x WL2) x (TM2),,3,345
745,837,8,2,F2,available,D,D_9_C,D,9,C,(WV) x (WV x WL2),,14,1400
746,838,8,2,Parent,available,D,D_9_D,D,9,D,WL2,,40,135
747,839,8,2,F2,available,D,D_10_C,D,10,C,(LV1 x WL2) x (YO11 x WL2),,1,986
748,840,8,2,Parent,available,D,D_10_D,D,10,D,TM2,,82,552
749,841,8,2,Parent,available,D,D_11_C,D,11,C,TM2,,12,482
750,842,8,2,F2,available,D,D_11_D,D,11,D,(TM2 x WL2) x (WL2),,3,359
751,843,8,2,Parent,available,D,D_12_C,D,12,C,WL2,,49,144
752,844,8,2,,available,D,D_12_D,D,12,D,,,,NA
753,845,8,2,F2,available,D,D_13_C,D,13,C,(TM2 x BH) x (BH),,13,755
782,846,8,2,F2,available,E,D_13_D,D,13,D,(WL1 x WL2) x (WL2 x TM2),,14,1159
783,847,8,2,F2,available,E,D_14_C,D,14,C,(YO11 x WL2) x (WL2),,8,934
784,848,8,2,Parent,available,E,D_14_D,D,14,D,WL2,,85,180
785,849,8,2,F2,available,E,D_15_C,D,15,C,(WL1 x TM2) x (WL2 x TM2),,4,324
786,850,8,2,Parent,available,E,D_15_D,D,15,D,WL2,,7,102
787,851,8,2,F2,available,E,D_16_C,D,16,C,(SQ3 x WL2) x (YO11 x WL2),,11,1510
788,852,8,2,Parent,available,E,D_16_D,D,16,D,BH,,10,396
789,853,8,2,F2,available,E,D_17_C,D,17,C,(WL2 x BH) x (SQ3 x WL2),,15,1176
790,854,8,2,F2,available,E,D_17_D,D,17,D,(TM2 x WL2) x (TM2 x WL2),,3,1084
791,855,8,2,F1,available,E,D_18_C,D,18,C,TM2 x WL2,,5,1281
792,856,8,2,Parent,available,E,D_18_D,D,18,D,TM2,,78,548
793,857,8,2,F2,available,E,D_19_C,D,19,C,(WL2 x DPR) x (YO11 x WL2),,10,578
794,858,8,2,F2,available,E,D_19_D,D,19,D,(YO11 x WL2) x (SQ3 x WL2),,4,1005
795,859,8,2,Parent,available,E,D_20_C,D,20,C,TM2,,39,509
796,860,8,2,Parent,available,E,D_20_D,D,20,D,TM2,,55,525
797,861,8,2,Parent,available,E,D_21_C,D,21,C,YO11,,11,53
798,862,8,2,F2,available,E,D_21_D,D,21,D,(WL2 x TM2) x (CC x TM2),,1,252
799,863,8,2,F2,available,E,D_22_C,D,22,C,(TM2 x BH) x (TM2 x BH),,11,1345
800,864,8,2,F2,available,E,D_22_D,D,22,D,(SQ3 x WL2) x (DPR x WL2),,13,815
801,865,8,2,F2,available,E,D_23_C,D,23,C,(WL1 x WL2) x (BH x WL2),,7,338
802,866,8,2,F2,available,E,D_23_D,D,23,D,(DPR x WL2) x (YO11 x WL2),,10,704
803,867,8,2,F2,available,E,D_24_C,D,24,C,(TM2 x WL2) x (TM2),,6,348
804,868,8,2,Parent,available,E,D_24_D,D,24,D,WL1,,18,301
933,869,8,2,2023-survivor,2023-survivor,NA,D_25_C,D,25,C,CC,2,9,CC_2_9
805,870,8,2,F2,available,E,D_25_D,D,25,D,(SQ3 x WL2) x (TM2 x WL2),,4,882
934,871,8,2,2023-survivor,2023-survivor,NA,D_26_C,D,26,C,SC,8,15,SC_8_15
806,872,8,2,F2,available,E,D_26_D,D,26,D,(WL2) x (TM2 x WL2),,1,911
807,873,8,2,Parent,available,E,D_27_C,D,27,C,TM2,,92,562
808,874,8,2,F2,available,E,D_27_D,D,27,D,(WL1 x WL2) x (WL2 x CC),,1,1114
809,875,8,2,F2,available,E,D_28_C,D,28,C,(DPR) x (WL2 x DPR),,14,740
810,876,8,2,Parent,available,E,D_28_D,D,28,D,TM2,,13,483
811,877,8,2,,available,E,D_29_C,D,29,C,,,,NA
812,878,8,2,,available,E,D_29_D,D,29,D,,,,NA
813,879,8,2,F2,available,E,D_30_C,D,30,C,(DPR x WL2) x (WV x WL2),,13,1469
814,880,8,2,,NA,E,D_30_D,D,30,D,,,,NA
841,881,8,2,,available,F,D_31_C,D,31,C,,,,NA
842,882,8,2,,available,F,D_31_D,D,31,D,,,,NA
843,883,8,2,F2,available,F,D_32_C,D,32,C,(WL2) x (WV x WL2),,9,767
844,884,8,2,F2,available,F,D_32_D,D,32,D,(WV) x (WV x WL2),,16,1402
845,885,8,2,Parent,available,F,D_33_C,D,33,C,WL2,,55,150
846,886,8,2,Parent,available,F,D_33_D,D,33,D,WL2,,34,129
847,887,8,2,F2,available,F,D_34_C,D,34,C,(SQ3 x WL2) x (TM2 x WL2),,1,879
848,888,8,2,F1,available,F,D_34_D,D,34,D,BH x TM2,,17,601
849,889,8,2,Parent,available,F,D_35_C,D,35,C,WL2,,32,127
850,890,8,2,F2,available,F,D_35_D,D,35,D,(TM2) x (TM2 x WL2),,9,228
851,891,8,2,F1,available,F,D_36_C,D,36,C,WV x TM2,,12,204
852,892,8,2,F1,available,F,D_36_D,D,36,D,SQ3 x WL2,,4,640
853,893,8,2,F2,available,F,D_37_C,D,37,C,(WL2 x CC) x (WL2 x TM2),,12,1189
854,894,8,2,F2,available,F,D_37_D,D,37,D,(TM2 x WL2) x (SQ3 x WL2),,8,312
855,895,8,2,F1,available,F,D_38_C,D,38,C,LV1 x WL2,,19,1269
856,896,8,2,F2,available,F,D_38_D,D,38,D,(TM2 x BH) x (TM2 x BH),,5,1339
857,897,8,2,Parent,available,F,D_39_C,D,39,C,BH,,11,397
858,898,8,2,F2,available,F,D_39_D,D,39,D,(WL2 x TM2) x (CC x TM2),,2,253
935,899,8,2,2023-survivor,2023-survivor,NA,D_40_C,D,40,C,IH,5,8,IH_5_8
859,900,8,2,F2,available,F,D_40_D,D,40,D,(CC x TM2) x (WL2 x TM2),,2,1430
860,901,8,2,F2,available,F,D_41_C,D,41,C,(WL2 x BH) x (SQ3 x WL2),,4,1165
861,902,8,2,F1,available,F,D_41_D,D,41,D,WV x WL2,,2,1404
862,903,8,2,Parent,available,F,D_42_C,D,42,C,WL2,,66,161
863,904,8,2,F2,available,F,D_42_D,D,42,D,(YO11 x WL2) x (WL2 x TM2),,8,795
864,905,8,2,Parent,available,F,D_43_C,D,43,C,TM2,,21,491
865,906,8,2,F2,available,F,D_43_D,D,43,D,(LV1 x WL2) x (WL2),,13,76
866,907,8,2,F2,available,F,D_44_C,D,44,C,(TM2 x WL2) x (WL2),,7,363
867,908,8,2,Parent,available,F,D_44_D,D,44,D,WL1,,14,297
898,909,8,2,F2,available,G,D_45_C,D,45,C,(TM2 x WL2) x (YO11 x WL2),,13,385
899,910,8,2,F1,available,G,D_45_D,D,45,D,LV1 x TM2,,9,1233
900,911,8,2,Parent,available,G,D_46_C,D,46,C,TM2,,72,542
901,912,8,2,F2,available,G,D_46_D,D,46,D,(WL2) x (TM2 x WL2),,7,917
902,913,8,2,Parent,available,G,D_47_C,D,47,C,WL2,,9,104
903,914,8,2,F2,available,G,D_47_D,D,47,D,(TM2 x BH) x (BH),,16,758
904,915,8,2,F1,available,G,D_48_C,D,48,C,DPR x WL2,,2,1211
905,916,8,2,Parent,available,G,D_48_D,D,48,D,WL2,,38,133
906,917,8,2,F1,available,G,D_49_C,D,49,C,WV x TM2,,19,212
907,918,8,2,F2,available,G,D_49_D,D,49,D,(WL2 x CC) x (SQ3 x WL2),,9,1313
908,919,8,2,F2,available,G,D_50_C,D,50,C,(LV1 x WL2) x (YO11 x WL2),,7,992
909,920,8,2,F2,available,G,D_50_D,D,50,D,(WL1 x WL2) x (WL2 x TM2),,9,1154
936,921,8,2,2023-survivor,2023-survivor,NA,D_51_C,D,51,C,IH,1,8,IH_1_8
910,922,8,2,Parent,available,G,D_51_D,D,51,D,WL2,,80,175
911,923,8,2,F1,available,G,D_52_C,D,52,C,LV1 x WL2,,21,1271
912,924,8,2,F2,available,G,D_52_D,D,52,D,(SQ3 x WL2) x (WL2),,14,93
913,925,8,2,F2,available,G,D_53_C,D,53,C,(TM2 x WL2) x (SQ3 x WL2),,6,310
914,926,8,2,F2,available,G,D_53_D,D,53,D,(DPR) x (WL2 x DPR),,16,742
915,927,8,2,F2,available,G,D_54_C,D,54,C,(WL2 x CC) x (WL2 x TM2),,14,1191
916,928,8,2,F2,available,G,D_54_D,D,54,D,(WL2) x (WV x WL2),,4,762
937,929,8,2,2023-survivor,2023-survivor,NA,D_55_C,D,55,C,SC,4,8,SC_4_8
917,930,8,2,F2,available,G,D_55_D,D,55,D,(YO11 x WL2) x (WL2),,10,936
918,931,8,2,Parent,available,G,D_56_C,D,56,C,TM2,,41,511
919,932,8,2,F1,available,G,D_56_D,D,56,D,BH x TM2,,24,608
920,933,8,2,,available,G,D_57_C,D,57,C,,,,NA
921,934,8,2,,available,G,D_57_D,D,57,D,,,,NA
922,935,8,2,,buffer,G,D_58_C,D,58,C,,,,buffer
923,936,8,2,,buffer,G,D_58_D,D,58,D,,,,buffer
924,937,8,2,,buffer,G,D_59_C,D,59,C,,,,buffer
925,938,8,2,,buffer,G,D_59_D,D,59,D,,,,buffer
938,939,9,1,,buffer,H,E_1_A,E,1,A,,,,buffer
939,940,9,1,,buffer,H,E_1_B,E,1,B,,,,buffer
940,941,9,1,,buffer,H,E_2_A,E,2,A,,,,buffer
941,942,9,1,,buffer,H,E_2_B,E,2,B,,,,buffer
942,943,9,1,,buffer,H,E_3_A,E,3,A,,,,buffer
943,944,9,1,,buffer,H,E_3_B,E,3,B,,,,buffer
944,945,9,1,,available,H,E_4_A,E,4,A,,,,NA
945,946,9,1,,available,H,E_4_B,E,4,B,,,,NA
946,947,9,1,F2,available,H,E_5_A,E,5,A,(LV1 x WL2) x (WL2 x DPR),,3,958
947,948,9,1,F1,available,H,E_5_B,E,5,B,WV x TM2,,25,218
948,949,9,1,Parent,available,H,E_6_B,E,6,B,TM2,,28,498
949,950,9,1,F2,available,H,E_7_A,E,7,A,(DPR x WL2) x (YO11 x WL2),,6,700
950,951,9,1,F2,available,H,E_7_B,E,7,B,(TM2 x WL2) x (LV1 x WL2),,4,1496
951,952,9,1,F2,available,H,E_8_A,E,8,A,(SQ3 x WL2) x (TM2 x WL2),,5,883
1081,953,9,1,2023-TM2-fruit,2023-TM2-fruit,NA,E_8_B,E,8,B,TM2,6,2,TM2_6_2
952,954,9,1,F2,available,H,E_9_A,E,9,A,(YO11 x WL2) x (WL2),,2,928
953,955,9,1,Parent,available,H,E_10_A,E,10,A,BH,,13,399
954,956,9,1,F2,available,H,E_10_B,E,10,B,(DPR) x (WL2 x DPR),,1,727
955,957,9,1,Parent,available,H,E_11_A,E,11,A,TM2,,96,566
956,958,9,1,F2,available,H,E_11_B,E,11,B,(LV1 x WL2) x (YO11 x WL2),,13,998
957,959,9,1,Parent,available,H,E_12_A,E,12,A,WL2,,63,158
958,960,9,1,F1,available,H,E_12_B,E,12,B,LV1 x WL2,,3,1253
959,961,9,1,Parent,available,H,E_13_A,E,13,A,WV,,5,454
960,962,9,1,Parent,available,H,E_14_A,E,14,A,WL2,,78,173
961,963,9,1,Parent,available,H,E_14_B,E,14,B,SQ3,,4,25
962,964,9,1,Parent,available,H,E_15_A,E,15,A,LV1,,8,8
963,965,9,1,F2,available,H,E_15_B,E,15,B,(YO11 x WL2) x (DPR x WL2),,5,777
964,966,9,1,F2,available,H,E_16_A,E,16,A,(DPR x WL2) x (SQ3 x WL2),,12,690
965,967,9,1,F1,available,H,E_16_B,E,16,B,WV x TM2,,14,206
966,968,9,1,F2,available,H,E_17_A,E,17,A,(WL2) x (WV x WL2),,12,770
967,969,9,1,F2,available,H,E_17_B,E,17,B,(LV1 x WL2) x (TM2 x WL2),,2,944
968,970,9,1,F2,available,H,E_18_A,E,18,A,(WL2) x (TM2 x WL2),,6,916
969,971,9,1,F2,available,H,E_18_B,E,18,B,(TM2 x WL2) x (WL2),,16,372
970,972,9,1,F2,available,H,E_19_A,E,19,A,(LV1 x WL2) x (WL2),,15,78
971,973,9,1,Parent,available,H,E_19_B,E,19,B,WL2,,10,105
972,974,9,1,F2,available,H,E_20_A,E,20,A,(WV x WL2) x (WV),,4,271
973,975,9,1,F2,available,H,E_20_B,E,20,B,(SQ3 x WL2) x (WL2),,15,94
1082,976,9,1,2023-survivor,2023-survivor,NA,E_21_A,E,21,A,CC,5,10,CC_5_10
974,977,9,1,,available,H,E_21_B,E,21,B,,,,NA
1083,978,9,1,2023-survivor,2023-survivor,NA,E_22_A,E,22,A,IH,2,10,IH_2_10
975,979,9,1,,available,H,E_22_B,E,22,B,,,,NA
1014,980,9,1,Parent,available,I,E_23_A,E,23,A,BH,,14,400
1084,981,9,1,2023-survivor,2023-survivor,NA,E_23_B,E,23,B,WR,3,2,WR_3_2
1015,982,9,1,F2,available,I,E_24_A,E,24,A,(WL2) x (WV x WL2),,3,761
1016,983,9,1,Parent,available,I,E_24_B,E,24,B,DPR,,3,431
1017,984,9,1,F2,available,I,E_25_A,E,25,A,(CC x TM2) x (WL2 x TM2),,1,1429
1085,985,9,1,2023-TM2-fruit,2023-TM2-fruit,NA,E_25_B,E,25,B,TM2,1,15,TM2_1_15
1018,986,9,1,Parent,available,I,E_26_A,E,26,A,WL1,,13,296
1019,987,9,1,Parent,available,I,E_26_B,E,26,B,TM2,,93,563
1020,988,9,1,F2,available,I,E_27_A,E,27,A,(SQ3 x WL2) x (WL2),,16,95
1021,989,9,1,F2,available,I,E_27_B,E,27,B,(WL2 x DPR) x (TM2 x WL2),,6,1319
1022,990,9,1,F2,available,I,E_28_A,E,28,A,(DPR) x (DPR x WL2),,5,715
1023,991,9,1,Parent,available,I,E_28_B,E,28,B,WL2,,56,151
1086,992,9,1,2023-TM2-fruit,2023-TM2-fruit,NA,E_29_A,E,29,A,TM2,1,9,TM2_1_9
1024,993,9,1,F2,available,I,E_29_B,E,29,B,(DPR x WL2) x (YO11 x WL2),,13,707
1025,994,9,1,F2,available,I,E_41_A,E,41,A,(TM2 x BH) x (TM2 x BH),,8,1342
1026,995,9,1,F2,available,I,E_41_B,E,41,B,(SQ3 x WL2) x (LV1 x WL2),,3,851
1027,996,9,1,F1,available,I,E_42_A,E,42,A,WV x TM2,,3,207
1028,997,9,1,F1,available,I,E_42_B,E,42,B,LV1 x TM2,,24,1248
1029,998,9,1,F2,available,I,E_43_A,E,43,A,(TM2 x WL2) x (WL2),,13,369
